RDR;13f;14f;15f;16n4;14c;11c;11co;10c;8c;7c;16co3;10wc;13wc;Mušter;Mušter;17n4;17o4;17ny;17c3;Mušter;Mušter;Mušter;Mušter;Mušter;Mušter;Mušter;Mušter;Mušter;Mušter;Mušter;18n4;18o4;18z4;18z4f;Mušter;Mušter;Mušter;Mušter;Mušter;Mušter;Mušter;Mušter;Mušter;Mušter;Mušter;19n4;19o4;19fo4;19z4;19z4o;19w4;19pl;Mušter;Mušter;Mušter;Mušter;Mušter;Mušter;Mušter;Mušter;TCfgOKZP;20n4;20o4;20f4;20e;20z4;Mušter;Mušter;Mušter;Mušter;Mušter;Mušter;Mušter;Mušter;Mušter;Mušter;21o4;21n4;21z4;21z5;Mušter;Mušter;Mušter;Mušter;Mušter;Mušter;Mušter;Mušter;Mušter;Mušter;Mušter;22a1;22n;22n4;22o4;22o4z;22s4;22o4f;22z4;22co4;22c4;22z5;Mušter;Mušter;Mušter;Mušter;23n4;23o4;23a1;23o4x;23z4;23a2;23f4;23s4;23o4z;23z5;23h8a;Mušter;Mušter;Mušter;Mušter;24n4;24o4;24s4;24o4x;24n4x;24o4b;24o4c;24so4;24z4;24o4z;24n5;24z5;24h8a;24h8b;Mušter;Mušter;Mušter;Mušter;TCfgOKZP;25so4;25n4;25b4;25s3x;25s4;25o4;25so4s;25o4f;25z4;25z5A;25z5B;25n5;25no4;25s5;25h8a;25n5x;Mušter;Mušter;Mušter;Mušter;26n4;26so4;26s4;26s1;26o4;26so4r;26z5;26f4;26s2;26n4;26h8a;26h8b;26h8c;26f4x;26s5;Mušter;Mušter;Mušter;27s1;27a1;27s4;27n4;27s4b;27s2o;27s5;27n5;27so2;27f2;27h8a;27h8b;27h8c;Mušter;Mušter;Mušter;Mušter;28s4;28s5;28s4n;28h8a;Mušter;Mušter;Mušter;Mušter;Mušter;29h8a;Mušter;Mušter;Mušter;Mušter;Mušter
ACSA8;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;0;0;0;0;0;0;0;0;ACSA8;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;2;1;1;0;0;0;1;1;1;1;1;0;0;0;0;2;1;3;1;1;3;2;1;1;2;2;0;0;0;0;3;2;2;2;2;2;2;2;3;2;2;2;2;2;0;0;0;0;ACSA8;1;2;2;2;2;1;2;1;2;2;2;2;1;2;2;2;0;0;0;0;2;2;3;2;3;1;2;2;2;2;2;2;2;0;2;0;0;0;2;2;2;2;2;2;2;2;2;2;2;2;2;0;0;0;0;2;2;2;2;0;0;0;0;0;3;0;0;0;0;0
ACSA9;0;0;0;1;1;1;0;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;0;0;0;0;0;0;ACSA9;1;1;2;1;1;0;0;0;0;0;0;0;0;0;0;0;1;2;1;0;0;0;0;0;0;0;0;0;0;0;1;2;1;1;1;1;1;1;0;1;1;0;0;0;0;1;1;1;1;2;1;1;1;1;1;0;0;0;0;0;1;1;1;1;1;1;0;0;1;1;1;1;0;0;0;0;0;0;ACSA9;0;1;1;0;0;0;0;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;2;1;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;2;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0
ACSA10;0;0;1;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;1;0;0;0;0;0;0;0;0;ACSA10;1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;0;1;1;1;1;0;0;0;0;1;1;1;1;1;1;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ACSA10;1;0;0;0;1;2;0;1;0;0;1;0;1;0;1;0;0;0;0;0;0;1;1;0;1;0;0;1;0;0;1;1;1;1;2;0;0;0;0;0;1;1;1;1;1;1;0;0;1;1;1;0;0;0;0;1;1;1;1;0;0;0;0;0;1;0;0;0;0;0
ACSA11;0;0;1;1;1;1;1;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;0;0;0;0;0;0;0;0;ACSA11;2;1;1;1;2;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;1;1;2;2;2;2;1;2;1;1;1;0;0;0;0;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;2;2;2;2;2;2;1;1;3;3;0;0;1;0;0;0;0;0;ACSA11;0;2;2;1;0;0;1;0;2;0;1;2;0;1;1;2;0;0;0;0;3;0;0;1;0;0;1;0;1;3;1;1;1;1;0;0;0;0;1;2;1;1;1;0;1;1;2;2;1;1;1;0;0;0;0;3;2;3;1;0;0;0;0;0;1;0;0;0;0;0
ACSA12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ACSA12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;0;0;1;1;0;0;0;0;1;1;0;0;1;0;0;0;0;1;1;0;0;0;1;1;1;0;0;1;0;1;1;0;0;0;0;ACSA12;1;1;1;1;1;1;1;1;0;0;0;1;1;1;1;0;0;0;0;0;0;1;1;1;1;1;0;1;1;0;1;0;0;1;1;0;0;0;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0
ACSA13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ACSA13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;ACSA13;1;0;0;0;1;1;1;0;0;0;0;0;1;1;1;1;0;0;0;0;0;1;1;1;1;0;0;0;1;0;0;1;0;1;0;0;0;0;1;1;0;0;0;1;0;0;1;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0
ACSA14;0;0;1;1;0;0;0;0;0;0;2;0;1;0;0;2;1;3;3;0;0;0;0;0;0;0;0;0;0;0;0;3;2;3;0;0;0;0;0;0;0;0;0;0;0;2;3;2;2;2;2;0;0;0;0;0;0;0;0;0;ACSA14;2;2;2;2;2;0;0;0;0;0;0;0;0;0;0;3;3;3;3;0;0;0;0;0;0;0;0;0;0;0;1;3;2;2;2;2;2;2;3;3;3;0;0;0;0;2;2;3;4;4;2;1;2;4;3;0;0;0;0;0;1;1;3;3;3;1;2;3;2;2;3;5;0;0;0;0;0;0;ACSA14;2;3;3;1;2;2;2;3;4;5;4;3;2;1;0;1;0;0;0;0;3;2;2;2;2;3;5;2;2;3;0;0;0;2;1;0;0;0;2;2;2;2;1;2;2;2;2;2;0;0;0;0;0;0;0;2;2;1;0;0;0;0;0;0;0;0;0;0;0;0
ACSA48;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ACSA48;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;ACSA48;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0
ACSA15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ACSA15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;0;ACSA15;1;0;0;0;1;1;0;1;0;0;0;0;0;2;1;1;0;0;0;0;0;1;1;2;1;1;0;2;2;0;2;2;2;1;1;0;0;0;2;2;2;2;2;1;1;1;2;2;2;2;2;0;0;0;0;2;1;2;2;0;0;0;0;0;2;0;0;0;0;0
ACSA16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ACSA16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;1;1;0;0;0;0;ACSA16;1;0;0;0;1;1;0;1;0;0;0;0;2;0;1;1;0;0;0;0;0;1;1;0;1;1;0;0;0;0;2;1;2;1;1;0;0;0;0;0;1;1;2;1;1;2;0;0;1;2;2;0;0;0;0;1;2;1;1;0;0;0;0;0;2;0;0;0;0;0
ACSA17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ACSA17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;ACSA17;0;0;1;0;0;0;0;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;1;2;0;1;0;0;0;1;1;0;0;0;0;1;1;1;1;1;2;1;0;0;0;0;0;1;0;1;0;0;0;0;0;2;0;0;0;0;0
EXT;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MODEL_MAX_SH;30;32;35;37;32;;;;;;35;;;;;39;41;39;36;;;;;;;;;;;;43;41;41;41;;;;;;;;;;;;46;45;46;46;46;46;47;;;;;;;;;;50;50;49;49;49;;;;;;;;;;;51;52;51;51;;;;;;;;;;;;56;54;54;54;54;54;55;54;54;54;55;;;;;59;59;58;57;56;58;57;58;57;57;;;;;;61;60;59;59;59;61;61;59;59;59;61;59;;;;;;;;65;63;63;60;65;64;64;64;61;61;62;64;64;64;;64;;;;;66;67;67;67;67;63;64;67;67;66;;;;67;67;;;;70;71;70;70;71;69;70;70;71;70;;;;;;;;73;73;74;;;;;;;;;;;;
MODEL_TOTAL;13;14;15;16;14;3;3;3;0;0;16;0;4;;;17;17;17;17;;;;;;;;;;;;18;18;18;18;;;;;;;;;;;;19;19;19;19;19;19;19;;;;;;;;;;20;20;20;20;20;;;;;;;;;;;21;21;21;21;;;;;;;;;;;;22;22;22;22;22;22;22;22;22;22;22;;;;;23;23;23;23;23;23;23;23;23;23;14;;;;;24;24;24;24;24;24;24;24;24;24;24;24;15;15;;;;;;25;25;25;24;25;25;25;25;25;25;25;25;25;25;16;25;;;;;26;26;26;26;26;25;26;26;26;26;17;17;18;26;26;;;;27;27;27;27;27;27;27;27;27;27;18;19;18;;;;;28;28;28;18;;;;;;21;;;;;
MODEL_FL;13;14;11;12;11;0;1;0;0;0;6;0;1;;;12;13;9;5;;;;;;;;;;;;11;10;8;9;;;;;;;;;;;;10;11;7;11;11;9;12;;;;;;;;;;7;8;8;7;7;;;;;;;;;;;8;7;7;7;;;;;;;;;;;;8;7;7;8;9;8;9;8;8;7;7;;;;;9;9;7;8;7;7;9;9;8;6;1;;;;;8;9;9;9;8;10;10;10;8;9;6;7;1;2;;;;;;11;7;6;10;10;9;11;10;8;6;6;8;10;9;0;10;;;;;10;10;9;8;10;11;6;7;9;10;0;0;0;10;9;;;;8;7;7;6;7;12;7;6;8;8;1;1;1;;;;;7;7;8;1;;;;;;0;;;;;
MODEL_APS;0;0;1;0;0;0;0;0;0;0;6;0;0;;;0;1;4;6;;;;;;;;;;;;4;5;5;5;;;;;;;;;;;;4;4;5;2;4;4;2;;;;;;;;;;5;5;4;5;5;;;;;;;;;;;5;5;5;5;;;;;;;;;;;;4;5;5;5;5;5;4;5;5;5;6;;;;;4;4;5;5;5;5;5;4;5;6;4;;;;;5;5;5;5;5;4;4;5;5;5;6;5;4;4;;;;;;4;6;6;5;4;5;4;4;5;6;6;5;4;4;5;3;;;;;4;5;5;5;4;4;6;6;4;4;5;5;5;4;4;;;;5;5;6;6;6;4;6;6;5;5;5;5;5;;;;;6;6;5;5;;;;;;5;;;;;
MODEL_ACS;0;0;3;4;3;3;2;3;0;0;4;0;3;;;5;3;4;6;;;;;;;;;;;;3;3;5;4;;;;;;;;;;;;5;4;7;6;4;6;5;;;;;;;;;;8;7;8;8;8;;;;;;;;;;;8;9;9;9;;;;;;;;;;;;10;10;10;9;8;9;9;9;9;10;9;;;;;10;10;11;10;11;11;9;10;10;11;9;;;;;11;10;10;10;11;10;10;9;11;10;12;12;10;9;;;;;;10;12;13;9;11;11;10;11;12;13;13;12;11;12;11;12;;;;;12;11;12;13;12;10;14;13;13;12;12;12;13;12;13;;;;14;15;14;15;14;11;14;15;14;14;12;13;12;;;;;15;15;15;12;;;;;;16;;;;;
MODEL_W;1;1;1;1;1;1;1;1;1;1;1;1;1;;;1;1;1;1;;;;;;;;;;;;1;1;1;1;;;;;;;;;;;;1;1;1;1;1;1;1;;;;;;;;;;1;1;1;1;1;;;;;;;;;;;1;1;1;1;;;;;;;;;;;;1;1;1;1;1;1;1;1;1;1;1;;;;;1;1;1;1;1;1;1;1;1;1;1;;;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;;;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;;;1;1;1;1;1;1;1;1;1;1;1;1;1;;;;;1;1;1;1;;;;;;1;;;;;
MODEL_STATUS;OK;OK;OK;OK;OK;NEPODPRTE VRSTICE;NEPODPRTE VRSTICE;NEPODPRTE VRSTICE;NEPODPRTE VRSTICE;NEPODPRTE VRSTICE;OK;NEPODPRTE VRSTICE;NEPODPRTE VRSTICE;;;OK;OK;OK;OK;;;;;;;;;;;;OK;OK;OK;OK;;;;;;;;;;;;OK;OK;OK;OK;OK;OK;OK;;;;;;;;;;OK;OK;OK;OK;OK;;;;;;;;;;;OK;OK;OK;OK;;;;;;;;;;;;OK;OK;OK;OK;OK;OK;OK;OK;OK;OK;OK;;;;;OK;OK;OK;OK;OK;OK;OK;OK;OK;OK;NEPODPRTE VRSTICE;;;;;OK;OK;OK;OK;OK;OK;OK;OK;OK;OK;OK;OK;NEPODPRTE VRSTICE;NEPODPRTE VRSTICE;;;;;;OK;OK;OK;OK;OK;OK;OK;OK;OK;OK;OK;OK;OK;OK;NEPODPRTE VRSTICE;OK;;;;;OK;OK;OK;OK;OK;OK;OK;OK;OK;OK;NEPODPRTE VRSTICE;NEPODPRTE VRSTICE;NEPODPRTE VRSTICE;OK;OK;;;;OK;OK;OK;OK;OK;OK;OK;OK;OK;OK;NEPODPRTE VRSTICE;NEPODPRTE VRSTICE;NEPODPRTE VRSTICE;;;;;OK;OK;OK;NEPODPRTE VRSTICE;;;;;;NEPODPRTE VRSTICE;;;;;
MODEL_UNSUPPORTED_ROWS;;;;;;A19;A19;A19;A19;A19;;A19;A19;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;A23, A48;;;;;;;;;;;;;;;;;A23, A48;A23, A48;;;;;;;;;;;;;;;;;;;;A23, A48;;;;;;;;;;;;;;;;A23, A48;A23, A48;A23;;;;;;;;;;;;;;;;A23, A48;A23;A23, A48;;;;;;;;A23, A48;;;;;;A23;;;;;
MODEL_SECONDS;0.20;2.04;0.88;1.21;0.86;0.00;0.00;0.00;0.00;0.00;0.19;0.00;0.00;;;7.22;0.45;0.40;0.43;;;;;;;;;;;;3.58;1.35;0.91;1.31;;;;;;;;;;;;1.75;0.73;0.37;8.04;1.96;0.23;8.10;;;;;;;;;;0.44;0.33;8.04;0.44;0.65;;;;;;;;;;;1.41;0.31;1.80;3.09;;;;;;;;;;;;3.14;5.41;8.05;8.06;8.05;8.07;8.12;6.31;1.70;8.07;0.30;;;;;1.01;0.74;0.22;1.82;8.06;0.38;8.04;8.04;0.95;6.29;0.00;;;;;8.06;8.05;8.05;8.07;8.07;8.06;3.06;8.07;8.08;8.06;2.87;1.14;0.00;0.00;;;;;;8.05;3.71;0.51;8.08;8.05;8.09;8.06;8.05;8.05;5.60;2.41;1.55;8.07;8.10;0.00;8.06;;;;;8.06;8.08;8.05;8.06;8.07;8.06;1.67;3.84;8.06;8.09;0.00;0.00;0.00;8.06;8.08;;;;8.07;1.77;5.62;2.58;4.37;8.08;8.06;8.05;1.79;8.04;0.00;0.00;0.00;;;;;4.07;8.06;7.17;0.00;;;;;;0.00;;;;;
